ID,Address,Email,Password,Name,City,Longitude,State,Source,Birth Date,Zip,Latitude,Created At
1241,1801 South Eff Creek Road,hegmann.danial@gmail.com,f20e9262-13e4-4aa3-b92f-8b605d142603,Danial Hegmann,Brookville,"-97,92",KS,Affiliate,"maio 15, 1980",67425,"38,81","março 5, 2018, 10:02 PM"
1242,1003-1075 County Highway Z,ruecker-tad@yahoo.com,ce21fafa-44ae-4c46-84a7-5ee717dce226,Tad Ruecker,Arkdale,"-89,94",WI,Affiliate,"novembro 30, 1976",54613,"44,11","novembro 11, 2016, 5:54 PM"
1243,2136-2598 Wright Road,nikolas-waelchi@yahoo.com,098a068d-01ca-4a8b-ba1c-8320067f3482,Nikolas Waelchi,Hollister,"-121,44",CA,Twitter,"setembro 18, 1961",95023,"36,87","janeiro 3, 2017, 12:44 AM"
1244,766 County Road 293,hollie-carter@hotmail.com,d96920b6-7736-47ad-9f06-92476e474abf,Hollie Carter,Jasper,"-93,94",TX,Google,"março 3, 1969",75951,"30,93","julho 5, 2016, 5:42 AM"
1245,3057 State Road S-11-54,schneider-justine@hotmail.com,bc4c0338-d46f-4d64-9eb0-e2a97e595a67,Justine Schneider,Gaffney,"-81,54",SC,Organic,"dezembro 14, 1984",29340,"34,95","janeiro 25, 2018, 11:54 AM"
1246,1076 Heritage Road,fahey.leonardo@hotmail.com,796580dc-0aa3-4a8d-8d71-1fa7d12ab102,Leonardo Fahey,Sedan,"-96,35",KS,Google,"setembro 5, 1999",67361,"37,1","novembro 19, 2017, 10:24 AM"
1247,44386 160th Avenue,alysson-cartwright@yahoo.com,f44602e9-15bc-4326-aed7-a3089d76caec,Alysson Cartwright,Leland,"-93,66",IA,Affiliate,"outubro 9, 1962",50453,"43,41","maio 7, 2016, 9:32 PM"
1248,15341-15999 East North Caribou Lake Road,cassandra.nicolas@hotmail.com,c6c1447f-2a38-4d81-aff9-6532508b41e5,Cassandra Nicolas,De Tour Village,"-84,04",MI,Google,"maio 20, 1983",49725,"46,01","fevereiro 2, 2019, 4:42 AM"
1249,801 County Road 153,janis.bode@hotmail.com,922f99cd-4a1d-4bd7-a4e6-c2efddee43f0,Janis Bode,Comanche,"-98,73",TX,Google,"junho 8, 1958",76442,"31,92","fevereiro 15, 2018, 5:13 AM"
1250,2096-2398 Hamilton Street,brenda-buckridge@hotmail.com,b670b9b9-deba-479b-9d8a-8891eb7e14b2,Brenda Buckridge,West Mansfield,"-83,6",OH,Twitter,"setembro 18, 1976",43358,"40,41","outubro 20, 2016, 12:50 PM"
1251,1096 McMillan Road,flavio.blick@yahoo.com,30241200-513b-4977-9735-b103c3352b4e,Flavio Blick,Greeleyville,"-79,95",SC,Facebook,"março 18, 1971",29056,"33,56","outubro 10, 2018, 3:52 AM"
1252,1543-1583 U.S. 52,kilback-durward@gmail.com,f1234841-c8ce-463a-b0f4-63a563824e02,Durward Kilback,Castalia,"-91,71",IA,Twitter,"abril 16, 1977",52133,"43,12","novembro 7, 2016, 1:04 AM"
1253,1200-1298 North Benzel Road,maeve-bernier@gmail.com,295a68ae-5fed-4a96-808e-2e377e11214a,Maeve Bernier,Ritzville,"-118,32",WA,Facebook,"março 12, 1998",99169,"47,1","agosto 18, 2016, 10:19 AM"
1254,481 French Lane,gerhold.watson@gmail.com,4a1e44dc-c54c-4907-b724-562e583df73b,Watson Gerhold,Scobey,"-105,51",MT,Twitter,"agosto 29, 1983",59263,"48,84","fevereiro 26, 2017, 1:54 AM"
1255,300-1098 East Preston Avenue,tia.pfeffer@gmail.com,9e71f2ff-f92f-4154-bf37-ca71b2a9a243,Tia Pfeffer,Shreveport,"-93,7",LA,Facebook,"julho 18, 1993",71105,"32,47","julho 22, 2016, 7:27 PM"
1256,248-298 East Milner Road,archibald-wunsch@yahoo.com,e03433f2-a3f0-46b2-9f9e-28a46fffe985,Archibald Wunsch,Zebulon,"-84,27",GA,Google,"maio 12, 1992",30295,"33,1","maio 22, 2016, 10:53 AM"
1257,11890 Fitzpatrick Road,marley.gorczany@hotmail.com,c411e23e-4685-4647-a41e-de04398e95fb,Marley Gorczany,Fowler,"-84,75",MI,Facebook,"março 14, 1985",48835,"43,1","outubro 16, 2017, 5:10 PM"
1258,1585-1593 West Genesee Road,vernice-bernier@hotmail.com,d6a35414-621d-43f4-889d-20ce4ed5c5a0,Vernice Bernier,Baldwinsville,"-76,4",NY,Organic,"novembro 24, 1992",13027,"43,17","abril 6, 2018, 7:51 AM"
1259,735 Providence Road,carroll.elinore@yahoo.com,e98569b4-4620-49f4-b473-2a435cd9c29e,Elinore Carroll,Grenada,"-89,65",MS,Affiliate,"março 10, 1976",38901,"33,74","março 1, 2018, 10:04 PM"
1260,13683 Cincinnati Creek Road,miles-vonrueden@gmail.com,339fa9b1-63e9-4ae7-a582-19ad78958ac5,Miles VonRueden,Summers,"-94,51",AR,Twitter,"janeiro 4, 1970",72769,"36,06","março 24, 2018, 12:50 PM"
1261,6322-6726 County Road 49,mariam-schumm@yahoo.com,29e72a9a-84c9-478f-acf3-ea6b5765daba,Mariam Schumm,Kennedy,"-87,99",AL,Affiliate,"junho 2, 1960",35574,"33,6","dezembro 12, 2018, 9:47 AM"
1262,11434 State Highway 111 North,maurice-zboncak@gmail.com,8c623f23-1f5c-4d6b-b2db-ff824917eb28,Maurice Zboncak,Edna,"-96,78",TX,Google,"janeiro 7, 1969",77957,"29,12","janeiro 3, 2017, 7:54 AM"
1263,151-299 North 500 East Road,von.lila@hotmail.com,7e737a3a-e803-4362-aa29-6b7de9de3532,Lila Von,Hammond,"-88,65",IL,Organic,"agosto 31, 1998",61929,"39,82","dezembro 22, 2016, 10:48 PM"
1264,11500-11998 County Road 60,hills.grace@gmail.com,fbb79a77-d97f-407f-b156-f45964e59a71,Grace Hills,Sheridan Lake,"-102,42",CO,Google,"abril 9, 1984",81071,"38,43","novembro 13, 2018, 7:42 AM"
1265,585 Core Creek Landing Road,wisoky-rebeka@hotmail.com,1dc053e7-8242-44d1-ac8a-b2388deb45d7,Rebeka Wisoky,Dover,"-77,29",NC,Facebook,"junho 12, 1997",28526,"35,29","setembro 1, 2017, 4:08 PM"
1266,1131 Mill Iron Camp Crook Road,leta-heidenreich@yahoo.com,c4d0da9b-c80e-47e6-a304-1562585ba9c9,Leta Heidenreich,Ekalaka,"-104,3",MT,Facebook,"dezembro 15, 1995",59324,"45,89","julho 9, 2017, 11:49 PM"
1267,640-726 Road 209,murphy-fatima@gmail.com,fa2dee12-08fe-4c3a-a46e-5f724ef51cca,Fatima Murphy,Terry,"-105,32",MT,Google,"janeiro 4, 1978",59349,"47,14","agosto 27, 2017, 6:08 PM"
1268,2211 South Madison Road,lenna-hahn@yahoo.com,12b2efaa-9f6c-4ce1-bae3-b1ae6b97d473,Lenna Hahn,Montegut,"-90,49",LA,Facebook,"agosto 8, 1974",70377,"29,35","novembro 18, 2018, 3:12 PM"
1269,801 Ben Jones Lane,pat.jast@hotmail.com,2ac6e98d-17b8-4c23-9864-ee1727d0c20f,Pat Jast,Lothian,"-76,68",MD,Google,"dezembro 24, 1994",20711,"38,84","outubro 6, 2017, 4:11 AM"
1270,811 Furnace Hollow Road,hobart.dickinson@gmail.com,c2f4adb3-437c-411d-8dcb-f2cd671d8529,Hobart Dickinson,Dickson,"-87,44",TN,Twitter,"junho 16, 1969",37055,"36,07","março 19, 2019, 3:11 PM"
1271,2383 Collinstown Road,heidenreich.pearlie@hotmail.com,ee2d8cbc-1f6e-4003-9ce5-647bc66309b5,Pearlie Heidenreich,Appleton,"-69,29",ME,Twitter,"janeiro 19, 1998",4862,"44,34","junho 7, 2016, 9:07 AM"
1272,16638-16644 Linwood Lawn Drive,shanahan.lonny@yahoo.com,5a6a1376-14c1-4d88-ad77-036f3515526f,Lonny Shanahan,Lexington,"-93,84",MO,Affiliate,"agosto 28, 1961",64067,"39,16","fevereiro 13, 2017, 9:28 AM"
1273,2307-3099 Davis Road,rosella-bergstrom@gmail.com,cf8abcff-964b-4a64-8cb8-2bad8297c88d,Rosella Bergstrom,Vicksburg,"-90,66",MS,Organic,"novembro 17, 1971",39183,"32,43","junho 28, 2017, 1:08 AM"
1274,6240-6298 South 125 West,carmel.cummerata@hotmail.com,a6b7edda-1f22-4f08-bb3a-54fc70c2fb7a,Carmel Cummerata,Brook,"-87,42",IN,Facebook,"janeiro 20, 1995",47922,"40,91","fevereiro 21, 2019, 10:43 AM"
1275,598 County Road 155,sipes.omer@yahoo.com,f7e5fad8-3890-45b5-ae1a-269b73fb214a,Omer Sipes,Fulton,"-93,74",AR,Affiliate,"agosto 30, 1973",71838,"33,52","dezembro 9, 2016, 8:39 PM"
1276,1150 Farm to Market 590,harris.constantin@hotmail.com,89e1b814-4512-43de-8bd6-00d79c351ff0,Constantin Harris,Zephyr,"-98,76",TX,Affiliate,"dezembro 6, 1958",76890,"31,7","agosto 11, 2018, 11:34 AM"
1277,17789-18511 Briggs Coleman Road,pansy.hermann@hotmail.com,b45e9446-67d4-41fc-b4fb-0adf5b7425d0,Pansy Hermann,Harlingen,"-97,69",TX,Affiliate,"dezembro 1, 1977",78550,"26,3","agosto 3, 2018, 7:11 AM"
1278,6425 27th Avenue,lazaro.keebler@gmail.com,25c946ff-a045-422c-9de2-6a8b3052c87d,Lazaro Keebler,Vinton,"-91,98",IA,Facebook,"outubro 12, 1973",52349,"42,09","dezembro 6, 2016, 1:12 PM"
1279,7092 Interstate 20,patience.strosin@yahoo.com,6a5cd896-8090-4072-9375-fcbb3c985f3a,Patience Strosin,Merkel,"-99,9",TX,Facebook,"dezembro 5, 1984",79536,"32,47","fevereiro 15, 2017, 11:29 PM"
1280,16800-17998 South Holstein Avenue,lang-jimmie@hotmail.com,177c68a4-80b3-4cc9-99a4-e864313f0726,Jimmie Lang,Holstein,"-98,65",NE,Organic,"dezembro 20, 1961",68950,"40,37","maio 31, 2016, 6:22 AM"
1281,4463 Louisiana 494,ziemann.noel@gmail.com,7e2dfcc5-6b95-4bb7-9c31-02d2d1e8778d,Noel Ziemann,Natchez,-93,LA,Google,"dezembro 15, 1960",71456,"31,66","dezembro 1, 2017, 7:28 PM"
1282,424 East 1000 Road,bartell.verlie@yahoo.com,09684dbd-8a10-40d1-a544-7e76039fce2d,Verlie Bartell,Baldwin City,"-95,31",KS,Organic,"janeiro 9, 1974",66006,"38,8","abril 26, 2017, 4:11 PM"
1283,747 Liberty Church Road,conroy-yadira@gmail.com,d2cd5edf-d305-4ee5-91ba-fb1a5547b699,Yadira Conroy,Mitchell,"-86,55",IN,Google,"dezembro 23, 1978",47446,"38,69","janeiro 2, 2019, 12:17 PM"
1284,11988 198th Avenue,tiara.conroy@gmail.com,91fc1776-c0a7-4020-b862-716300ecad6d,Tiara Conroy,Ottumwa,"-92,54",IA,Twitter,"junho 4, 1968",52501,"41,06","junho 25, 2016, 2:43 AM"
1285,2247 East Fm 1462 Road,eleazar.satterfield@hotmail.com,e30810ff-f591-407a-ae2e-8f1ce26db9a8,Eleazar Satterfield,Rosharon,"-95,43",TX,Organic,"novembro 29, 1991",77583,"29,36","julho 14, 2016, 8:55 PM"
1286,2872-3380 South Old Bastrop Highway,yundt-haven@hotmail.com,87644ce5-c20b-4c79-82cc-9e3ba2657525,Haven Yundt,San Marcos,"-97,99",TX,Facebook,"maio 2, 1991",78666,"29,8","dezembro 4, 2017, 3:32 PM"
1287,17752 Tree Road,hegmann-celine@hotmail.com,51fbaa66-82cd-42fb-a2c8-1264ede7c4f6,Celine Hegmann,Hoyleton,"-89,37",IL,Twitter,"maio 18, 1970",62803,"38,47","setembro 2, 2017, 7:29 PM"
1288,306 Bolster Road,lind-norwood@gmail.com,323083c9-6054-480b-858d-b01ed531de17,Norwood Lind,Plentywood,"-104,84",MT,Facebook,"maio 22, 1972",59254,"48,75","agosto 7, 2018, 10:55 PM"
1289,16037 110th Street,loy.krajcik@yahoo.com,0f44dea0-a52c-4543-97e4-c0363c6b9c37,Loy Krajcik,Le Roy,"-92,34",MN,Google,"dezembro 3, 1974",55951,"43,52","janeiro 26, 2019, 3:38 PM"
1290,1820 Fox Hill Road,pasquale-ryan@gmail.com,87ac7311-28c4-47d5-8111-0d770767128d,Pasquale Ryan,Ulysses,"-77,76",PA,Twitter,"maio 9, 1971",16948,"41,87","janeiro 24, 2017, 11:06 AM"
1291,2528 Wood Duck Trail,tyshawn-hermiston@yahoo.com,51797d3a-4507-4ed5-a017-e9e74659ef3b,Tyshawn Hermiston,Shakopee,"-93,49",MN,Google,"março 19, 1966",55379,"44,75","janeiro 29, 2018, 9:57 PM"
1292,25119 Sea Turtle Lane,schultz-kaleb@yahoo.com,fe5e3c41-3664-4d8b-a6fb-703e3f533797,Kaleb Schultz,Magnolia,"-95,75",TX,Facebook,"abril 20, 1991",77355,"30,12","agosto 2, 2018, 12:14 AM"
1293,266 Warren Chapel Church Road,oma.schulist@hotmail.com,8391498d-a59e-4223-85e6-3aeba56cf5eb,Oma Schulist,Chocowinity,"-77,08",NC,Twitter,"março 16, 1981",27817,"35,48","fevereiro 26, 2018, 6:25 PM"
1294,2216 Little Weiser River Road,santiago.luettgen@gmail.com,e3bedfa1-7382-4ff2-b5e9-25ec00ee74e6,Santiago Luettgen,Indian Valley,"-116,38",ID,Affiliate,"janeiro 22, 1988",83632,"44,49","março 4, 2019, 11:11 AM"
1295,498 Whitaker Road,cartwright-zachariah@yahoo.com,e40d71bf-1572-4fed-9d24-9e60e62c4bd3,Zachariah Cartwright,Pinnacle,"-80,51",NC,Facebook,"junho 21, 1991",27043,"36,36","julho 14, 2017, 2:14 PM"
1296,11719 County Road 424,koch-sterling@hotmail.com,8c9204ed-fcf9-4718-8e15-d358bd8420c2,Sterling Koch,Swan River,"-93,22",MN,Twitter,"maio 5, 1961",55784,"47,05","março 14, 2017, 12:09 PM"
1297,26200 62nd Street Southwest,leuschke-colt@hotmail.com,a8f98f59-76f1-4c62-85cb-8a0a0bf59139,Colt Leuschke,Douglas,"-101,38",ND,Twitter,"abril 23, 1997",58735,"47,96","maio 28, 2016, 6:33 AM"
1298,2262-2286 Rush Mendon Road,yost-rick@hotmail.com,4a2825e3-939c-40c8-b34e-3c59ba8db0b4,Rick Yost,Rush,"-77,63",NY,Facebook,"janeiro 31, 1968",14543,43,"janeiro 8, 2019, 11:48 AM"
1299,23918 353 Avenue,easton.kuhlman@gmail.com,ee04c63d-d19c-41a3-826d-864377402984,Easton Kuhlman,Pukwana,"-99,12",SD,Affiliate,"dezembro 29, 1963",57370,"43,92","setembro 26, 2016, 6:55 AM"
1300,100-172 Christian Road,harber.cleo@gmail.com,92ebe443-defa-41a2-b47d-4417a79e3ac9,Cleo Harber,Strong,"-92,29",AR,Google,"julho 8, 1995",71765,"33,22","outubro 7, 2018, 2:41 AM"
1301,65 Warren Avenue,oda.yost@hotmail.com,4c4b7e3b-f2d9-4d24-8bec-712931a8034a,Oda Yost,Albany,"-73,77",NY,Affiliate,"fevereiro 26, 1992",12203,"42,65","março 22, 2019, 2:16 PM"
1302,16555 Hope Road,wiza.august@gmail.com,43a5199e-be51-428e-82c0-b7186e1cbb49,August Wiza,New Underwood,"-102,75",SD,Google,"abril 25, 1970",57761,"44,39","dezembro 23, 2018, 6:22 PM"
1303,3052-3098 Ridgeway Avenue,kulas.ricky@gmail.com,d26e0543-bfeb-4671-a81a-7966c85e1cfb,Ricky Kulas,Fredericksburg,"-92,2",IA,Facebook,"fevereiro 5, 2000",50630,"42,91","julho 10, 2017, 9:59 AM"
1304,2082-2474 Beaver Drive,brenda-gibson@hotmail.com,4a27fae3-1172-49ff-a0ae-2d1f8e47f624,Brenda Gibson,Rochester Mills,"-79,06",PA,Organic,"maio 28, 1971",15771,"40,87","dezembro 12, 2016, 8:17 AM"
1305,8569-8619 Blind Sodus Bay Road,swaniawski-isabel@gmail.com,195f6b0d-1781-4413-9938-1d4586475e63,Isabel Swaniawski,Red Creek,"-76,72",NY,Organic,"setembro 22, 1969",13143,"43,31","abril 16, 2019, 4:54 PM"
1306,1902 North Grape Creek Road,cruickshank-ana@gmail.com,bca80731-0088-4b40-a68c-0d6344010a9a,Ana Cruickshank,Fredericksburg,"-98,62",TX,Organic,"dezembro 16, 1971",78624,"30,32","maio 16, 2018, 8:48 AM"
1307,4230 Old Birmingham Highway,larson.filomena@hotmail.com,72cc7fc5-4acd-4cb2-ad1d-0ba14588d145,Filomena Larson,Jasper,"-87,22",AL,Google,"dezembro 17, 1989",35501,"33,82","fevereiro 4, 2018, 5:20 PM"
1308,29906-29980 464th Avenue,borer.sabina@gmail.com,c7e0cae0-7686-4c19-b57b-c1fe6a47f814,Sabina Borer,Centerville,"-96,92",SD,Organic,"junho 18, 1961",57014,"43,05","janeiro 14, 2018, 5:13 AM"
1309,1651 White House Road,wintheiser-camilla@yahoo.com,b292d972-9dc2-430b-8359-c23bc45abe9d,Camilla Wintheiser,Moneta,"-79,62",VA,Facebook,"abril 26, 1958",24121,"37,17","fevereiro 5, 2018, 6:47 PM"
1310,267 Holbert Stretch,nicola-krajcik@yahoo.com,e4cef544-39e9-45a7-941d-a4b26d5b1196,Nicola Krajcik,Dilliner,"-79,95",PA,Organic,"janeiro 7, 1980",15327,"39,76","julho 14, 2018, 5:27 PM"
1311,516 Owens Road,vance-mueller@gmail.com,b324215e-57e8-442c-85bb-6bbb3db77d19,Vance Mueller,Clarksdale,"-90,88",MS,Twitter,"fevereiro 27, 1980",38614,"34,15","agosto 31, 2016, 2:22 PM"
1312,35552 Flag Road,welch.isom@yahoo.com,82d2ea04-b219-4ebf-8cce-54848a34632a,Isom Welch,Lanesboro,"-91,94",MN,Twitter,"outubro 30, 1976",55949,"43,8","dezembro 10, 2017, 4:02 AM"
1313,10882 Fishers Landing Road,botsford.darien@yahoo.com,34d6582f-25ee-4bfb-90bf-419fc4c63f83,Darien Botsford,Yuma,"-114,46",AZ,Organic,"março 5, 1970",85365,"32,97","abril 28, 2016, 3:21 AM"
1314,11 Roloff Road,gislason-roel@gmail.com,64b37522-4521-44cd-8f80-32b7b7d51dec,Roel Gislason,Lind,"-118,73",WA,Organic,"julho 24, 1982",99341,47,"março 5, 2018, 9:09 AM"
1315,9 Airport Road,lillian-mcdermott@gmail.com,89914269-d7aa-4c3f-b027-187f08743fbe,Lillian McDermott,Kiana,"-160,42",AK,Organic,"janeiro 11, 1959",99749,"66,97","novembro 29, 2017, 10:27 AM"
1316,17625 Elk Mountain Road,walker.carter@yahoo.com,efbc6755-fd2e-4ae1-a525-0a794c37e58c,Walker Carter,Upper Lake,-123,CA,Google,"outubro 2, 1996",95485,"39,29","fevereiro 22, 2017, 1:04 PM"
1317,8500-8846 South 210th Avenue,effertz-everett@hotmail.com,4608a483-c600-48e8-911c-5f53c4d892cc,Everett Effertz,Reed City,"-85,5",MI,Google,"setembro 5, 1973",49677,"43,94","março 6, 2019, 11:06 PM"
1318,1780 Oregon Terrace,gabrielle-frami@gmail.com,fb54005d-0a63-466a-be15-3d08cb7fd172,Gabrielle Frami,Rantoul,"-95,18",KS,Twitter,"março 5, 1985",66079,"38,51","julho 9, 2016, 9:30 AM"
1319,1944 130th Street,arnold-krajcik@yahoo.com,3bf1018e-7a9b-45e8-a0f6-bd0d789954ec,Arnold Krajcik,Paton,"-94,27",IA,Google,"abril 4, 1979",50217,"42,17","agosto 7, 2018, 10:01 PM"
1320,51020 400 Street,wilkinson-maud@yahoo.com,88aebc56-7bb1-4387-bce0-a02948937e50,Maud Wilkinson,Saint Edward,"-97,79",NE,Twitter,"maio 27, 1975",68660,"41,63","março 7, 2019, 4:49 AM"
1321,11500-11998 East No 2 Road,lehner.vincenza@hotmail.com,c6cc558d-9639-4799-9f52-8071ff85146d,Vincenza Lehner,Fife Lake,"-85,34",MI,Facebook,"agosto 31, 1979",49633,"44,51","fevereiro 21, 2019, 11:36 PM"
1322,55122 290th Avenue,krajcik.ole@hotmail.com,9c608d8a-d1bb-4096-bcea-862e55b773df,Ole Krajcik,Chariton,"-93,19",IA,Affiliate,"dezembro 2, 1994",50049,"41,12","fevereiro 8, 2019, 2:31 AM"
1323,15206 US Highway 285,ambrose.johnson@gmail.com,c132d426-6b42-4da2-9cdc-4cd2bc734798,Ambrose Johnson,Saguache,"-106,05",CO,Organic,"setembro 7, 1972",81149,"37,92","dezembro 25, 2018, 4:01 AM"
1324,3358-3366 Harrington Drive,holden.huel@gmail.com,3842081d-f4e8-4ccd-b5e2-71dcffa69704,Holden Huel,DeRidder,"-93,18",LA,Affiliate,"março 6, 2000",70634,"30,69","junho 25, 2016, 11:42 AM"
1325,4391 FM 2690,kautzer.ozella@hotmail.com,4ae10ba1-93f5-483d-88a9-b092de9381eb,Ozella Kautzer,Uvalde,"-99,71",TX,Facebook,"dezembro 28, 1991",78801,"29,37","julho 4, 2017, 6:26 PM"
1326,3598-3608 Turner Road,dickinson-maximillian@gmail.com,aecbc2b2-8eca-4c4c-9c0e-253bf02ebd33,Maximillian Dickinson,Turner,"-83,66",MI,Google,"junho 16, 1996",48765,"44,14","março 4, 2019, 10:09 PM"
1327,1200 Estancia Parkway,marian-rice@yahoo.com,a3d31375-2591-42fc-94c0-df60e397fde5,Marian Rice,Austin,"-97,81",TX,Organic,"julho 19, 1961",78748,"30,12","maio 4, 2016, 12:25 AM"
1328,21794 Erie Street,randy-blanda@gmail.com,54c1686d-9d0b-4639-82df-88f97641baf7,Randy Blanda,Saegertown,"-80,11",PA,Facebook,"outubro 27, 1996",16433,"41,72","fevereiro 2, 2019, 2:42 AM"
1329,49846 222nd Street,mayer-michale@yahoo.com,d6b0223a-64f3-4bdc-bcbb-fa03753746a9,Michale Mayer,Lake Crystal,"-94,27",MN,Organic,"junho 3, 1986",56055,"44,18","maio 15, 2017, 12:12 AM"
1330,867 East 400 North Road,hermann.woodrow@gmail.com,4d9cc491-f51e-444e-9eee-e5dbc00baa1f,Woodrow Hermann,Cissna Park,"-87,96",IL,Facebook,"abril 17, 1999",60924,"40,54","maio 21, 2017, 1:08 PM"
1331,2283 County Road 406,jed-bartell@gmail.com,f03247cd-3d19-49a6-a27e-ee4c9da5629f,Jed Bartell,Stephenville,"-98,36",TX,Organic,"março 7, 1977",76401,"32,29","março 1, 2019, 2:56 AM"
1332,6490 Route 232,wilkinson.edmund@hotmail.com,21e7c766-ad44-4c7a-a567-e43d68a7e1dd,Edmund Wilkinson,Marshfield,"-72,32",VT,Twitter,"março 18, 1990",5658,"44,29","abril 24, 2016, 11:03 AM"
1333,3614 Willow Swamp Road,braeden.stehr@hotmail.com,d502ab04-c085-464c-a068-cff77389635f,Braeden Stehr,Islandton,"-80,94",SC,Twitter,"outubro 8, 1958",29929,"33,01","julho 22, 2016, 9:57 AM"
1334,3180 Wheeler Hill Road,graham-liam@yahoo.com,01439a80-2098-4917-9d6f-8eb09a677cba,Liam Graham,Blossvale,"-75,67",NY,Google,"outubro 26, 1994",13308,"43,28","dezembro 18, 2016, 6:22 PM"
1335,39001-39999 205th Avenue,marilou-schultz@hotmail.com,833d07ed-ae85-480c-a2e9-dcd61fd5fcf1,Marilou Schultz,Laporte,"-94,94",MN,Google,"novembro 25, 1986",56461,"47,23","janeiro 3, 2018, 8:51 PM"
1336,60648 Oil Well Road,raymond-larson@yahoo.com,c7d1c96a-40f2-4f07-a836-ae3208d10749,Raymond Larson,Ninilchik,"-151,5",AK,Organic,"maio 5, 1972",99639,"60,01","maio 16, 2018, 5:21 AM"
1337,56251 County Road 36,hermann.sanford@hotmail.com,5a93f2b0-7a1d-4174-9f85-24e56f232c13,Hermann Sanford,Genoa,"-103,41",CO,Affiliate,"junho 13, 1969",80818,"39,32","novembro 15, 2016, 5:39 AM"
1338,137-199 107th Street Northwest,joanne.powlowski@yahoo.com,36248e32-f69a-4c19-8342-a67f2fc835ad,Joanne Powlowski,Souris,"-100,74",ND,Facebook,"julho 11, 1987",58783,"48,97","junho 3, 2016, 4:34 PM"
1339,1228 Gordon Highway,candida-turcotte@yahoo.com,0485c648-432a-45a9-b513-bca29dd5412e,Candida Turcotte,Augusta,"-81,97",GA,Google,"janeiro 14, 1973",30901,"33,46","dezembro 12, 2017, 7:48 AM"
1340,15200 State Highway 116,schmeler-lucinda@hotmail.com,80a1331f-356f-4b8d-a4eb-6629284c1a64,Lucinda Schmeler,Colcord,"-94,74",OK,Organic,"janeiro 23, 1998",74338,"36,27","janeiro 4, 2017, 8:39 PM"
1341,1147-1149 Stanford Lake Road,runolfsdottir-sigrid@gmail.com,3637db61-2e79-4a5a-a106-7d8e4ca6defc,Sigrid Runolfsdottir,Poplarville,"-89,57",MS,Facebook,"janeiro 1, 1965",39470,"30,93","outubro 22, 2017, 10:31 AM"
1342,13140 West Farm Road 84,thompson-brittany@yahoo.com,ead712db-6252-4739-af6f-890d5a204c09,Brittany Thompson,Ash Grove,"-93,56",MO,Twitter,"outubro 20, 1979",65604,"37,29","outubro 6, 2017, 9:39 AM"
1343,15652 County Highway L20,brianne-jacobson@yahoo.com,9ba27856-631e-4e2b-9451-7c452d345a80,Brianne Jacobson,Castana,"-95,92",IA,Twitter,"dezembro 23, 1971",51010,"42,13","dezembro 19, 2017, 2:20 AM"
1344,9331 East Summer Field Drive,buddy-hills@gmail.com,62b76600-e827-4b12-b2b5-47c9da20ca26,Buddy Hills,Traverse City,"-85,66",MI,Twitter,"novembro 11, 1966",49684,"44,86","abril 2, 2019, 10:06 PM"
1345,9695-9999 South Locust Street,connelly-alice@gmail.com,b98b05b8-e7e1-4e41-8166-243dd4978f5c,Alice Connelly,Doniphan,"-98,34",NE,Facebook,"setembro 14, 1985",68832,"40,79","julho 12, 2016, 8:56 PM"
1346,2499 Schutt Road,gerard.ruecker@hotmail.com,3e874a51-5921-4134-913b-db88f5e08d56,Gerard Ruecker,Burkeville,"-78,18",VA,Facebook,"novembro 2, 1986",23922,"37,18","junho 1, 2016, 12:38 PM"
1347,344 Bentown Ridge Road,mya-gleason@yahoo.com,172365b5-8594-4d0b-82f6-a43ef5665271,Mya Gleason,Brumley,"-92,48",MO,Facebook,"outubro 21, 1994",65017,"38,03","maio 12, 2018, 4:33 AM"
1348,104 Airport Drive,nolan-maryam@hotmail.com,3132128c-650c-4700-b419-cc03b9196e98,Maryam Nolan,Unalaska,"-166,54",AK,Organic,"setembro 30, 1989",99692,"53,89","outubro 13, 2016, 3:54 PM"
1349,20520 No Name Road,ryan-london@yahoo.com,fb44dbe0-1940-4df7-92f4-4729fcb24f09,London Ryan,Corning,"-122,27",CA,Organic,"janeiro 4, 1980",96021,"39,98","agosto 1, 2017, 10:42 AM"
1350,27515 West Beryozova Drive,jacey.schoen@hotmail.com,1da04926-829f-433c-a401-5bb811fcfa43,Jacey Schoen,Willow,"-150,14",AK,Google,"agosto 10, 1996",99688,"61,7","fevereiro 25, 2017, 2:19 AM"
1351,43863 Nebraska 2,crona.carolina@yahoo.com,6686c358-c470-4656-a489-4b56dd54161e,Carolina Crona,Hyannis,"-101,71",NE,Twitter,"junho 17, 1979",69350,42,"maio 5, 2016, 11:09 PM"
1352,1005 Floyd Avenue,gaston.mccullough@hotmail.com,37a4055e-ee07-4144-a85a-4f06351dfabe,Gaston McCullough,Jackson,"-84,39",MI,Affiliate,"março 4, 1983",49203,"42,19","dezembro 18, 2018, 1:03 PM"
1353,17315 Bloss Avenue,hintz.merritt@gmail.com,d58d67ab-4e1a-4378-9eee-042d6b3ef4c6,Merritt Hintz,Delhi,"-120,8",CA,Twitter,"setembro 13, 1965",95315,"37,4","março 2, 2019, 5:18 AM"
1354,11235 Jones Wilke Road,reynolds-melisa@hotmail.com,f80f92d5-bf20-44e8-89a4-76e60fa4ab8d,Melisa Reynolds,Chappell Hill,"-96,28",TX,Affiliate,"abril 22, 1984",77426,"30,07","dezembro 23, 2018, 3:20 AM"
